frame,time(sec),landmark_id,x,y,z,visibility
0,0.0,0,0.6380632519721985,0.3560236096382141,0.08971650898456573,0.9998804330825806
0,0.0,1,0.6253389120101929,0.34640753269195557,0.13045601546764374,0.9998946189880371
0,0.0,2,0.6245574355125427,0.34646251797676086,0.13038386404514313,0.9998840093612671
0,0.0,3,0.623590886592865,0.3465576767921448,0.13040097057819366,0.9998809099197388
0,0.0,4,0.6196994185447693,0.3462235629558563,0.051403481513261795,0.9998717308044434
0,0.0,5,0.6149826049804688,0.3461512327194214,0.05123194679617882,0.9998915195465088
0,0.0,6,0.6099914908409119,0.34627723693847656,0.05115099996328354,0.9998968839645386
0,0.0,7,0.5999649167060852,0.3527202606201172,0.33630210161209106,0.9997758269309998
0,0.0,8,0.57801353931427,0.35413768887519836,-0.014061507768929005,0.9999538660049438
0,0.0,9,0.6327467560768127,0.36855918169021606,0.1719786524772644,0.9997647404670715
0,0.0,10,0.6253509521484375,0.3684249520301819,0.0698002353310585,0.9997838139533997
0,0.0,11,0.5959855318069458,0.4239453375339508,0.5015372633934021,0.9986019730567932
0,0.0,12,0.5029342770576477,0.41622456908226013,-0.23099732398986816,0.999911904335022
0,0.0,13,0.5781521797180176,0.4949184060096741,0.34086892008781433,0.06422089040279388
0,0.0,14,0.6001547574996948,0.47168391942977905,-0.2420734167098999,0.9968416690826416
0,0.0,15,0.5582186579704285,0.4956308901309967,-0.0686233639717102,0.08348064124584198
0,0.0,16,0.647891104221344,0.4094181954860687,0.19295158982276917,0.9851002097129822
0,0.0,17,0.5612630844116211,0.5031641721725464,-0.1433299481868744,0.09643567353487015
0,0.0,18,0.6710157990455627,0.3988969027996063,0.1898096650838852,0.9674065113067627
0,0.0,19,0.549771785736084,0.49805840849876404,-0.1440119445323944,0.10317875444889069
0,0.0,20,0.6581588387489319,0.395974725484848,0.16042882204055786,0.9645919799804688
0,0.0,21,0.5439115166664124,0.4947241246700287,-0.0921625867486,0.11697447299957275
0,0.0,22,0.6458780765533447,0.40027371048927307,0.1963815540075302,0.9504915475845337
0,0.0,23,0.5518568754196167,0.6139789819717407,0.20613375306129456,0.9996645450592041
0,0.0,24,0.45980674028396606,0.6040467023849487,-0.2060905247926712,0.9997076392173767
0,0.0,25,0.5764326453208923,0.7617472410202026,0.080756276845932,0.9269784688949585
0,0.0,26,0.4028169512748718,0.7542306184768677,-0.24277128279209137,0.9957039952278137
0,0.0,27,0.6094849705696106,0.911044716835022,0.14052952826023102,0.9743024706840515
0,0.0,28,0.3530317544937134,0.9000564813613892,-0.16875354945659637,0.9962283372879028
0,0.0,29,0.5793783068656921,0.9383214712142944,0.1318853497505188,0.9507933259010315
0,0.0,30,0.3321765959262848,0.925201416015625,-0.17414551973342896,0.9457188248634338
0,0.0,31,0.7185866236686707,0.948667049407959,-0.07313556224107742,0.9758422374725342
0,0.0,32,0.4140210449695587,0.9600300788879395,-0.43748095631599426,0.9917601943016052
1,0.033,0,0.6383637189865112,0.357613205909729,0.07392311841249466,0.9998890161514282
1,0.033,1,0.6259245276451111,0.3477402925491333,0.11477843672037125,0.9999023675918579
1,0.033,2,0.6252163648605347,0.3476935029029846,0.11477011442184448,0.9998924136161804
1,0.033,3,0.6243151426315308,0.3476408123970032,0.11476971209049225,0.999889612197876
1,0.033,4,0.6198131442070007,0.34765058755874634,0.037595730274915695,0.9998813271522522
1,0.033,5,0.6149947047233582,0.3475944399833679,0.0374554805457592,0.999899685382843
